country_code,language_code,phrase,multiplier
NL,nl-NL,"institutionele bitcoin",0.7
NL,nl-NL,"bitcoin legaal",0.6
NL,nl-NL,"bitcoin recordhoogte",1.0
NL,nl-NL,"bitcoin ATH",1.0
NL,nl-NL,"bitcoin nieuw hoogtepunt",0.9
NL,nl-NL,"bitcoin verkopen",-0.5
NL,nl-NL,"bitcoin verkoop",-0.5
NL,nl-NL,"dump btc",-0.8
NL,nl-NL,"bitcoin crash",-1.0
NL,nl-NL,"btc bear",-0.8
NL,nl-NL,"bitcoin dood",-1.0
NL,nl-NL,"bitcoin verbod",-1.0
NL,nl-NL,"crypto regelgeving",-0.7
NL,nl-NL,"bitcoin illegaal",-1.0
NL,nl-NL,"bitcoin hack",-1.0
NL,nl-NL,"crypto scam",-0.8
NL,nl-NL,"bitcoin gestolen",-0.9
NL,nl-NL,"bitcoin energie",-0.5
NL,nl-NL,"bitcoin zeepbel",-0.8
NL,nl-NL,"bitcoin ponzi",-0.9
NL,nl-NL,"bitcoin prijs",0.0
NL,nl-NL,"btc usd",0.0
NL,nl-NL,"bitcoin koers",0.0
NL,nl-NL,"bitcoin nieuws",0.0
NL,nl-NL,"crypto nieuws",0.0
NL,nl-NL,"btc vandaag",0.0
NL,nl-NL,"bitcoin halving",0.0
NL,nl-NL,"btc mining",0.0
NL,nl-NL,"bitcoin blockchain",0.0
NL,nl-NL,"wat is bitcoin",0.0
NL,nl-NL,"bitcoin uitgelegd",0.0
NL,nl-NL,"hoe werkt bitcoin",0.0
NO,no,"kjøpe bitcoin",0.7
NO,no,"hvordan kjøpe btc",0.8
NO,no,"kjøp av bitcoin",0.7
NO,no,"bitcoin investering",0.6
NO,no,"btc portefølje",0.5
NO,no,"krypto investering",0.5
NO,no,"bitcoin bull",0.9
NO,no,"btc moon",1.0
NO,no,"bitcoin rally",0.9
NO,no,"bitcoin ETF",0.8
NO,no,"institusjonell bitcoin",0.7
NO,no,"bitcoin lovlig",0.6
NO,no,"bitcoin høyeste verdi",1.0
NO,no,"bitcoin ATH",1.0
NO,no,"bitcoin ny rekord",0.9
NO,no,"selge bitcoin",-0.5
NO,no,"bitcoin salg",-0.5
NO,no,"dump btc",-0.8
NO,no,"bitcoin krakk",-1.0
NO,no,"btc bear",-0.8
NO,no,"bitcoin død",-1.0
NO,no,"bitcoin forbud",-1.0
NO,no,"krypto regulering",-0.7
NO,no,"bitcoin ulovlig",-1.0
NO,no,"bitcoin hack",-1.0
NO,no,"krypto svindel",-0.8
NO,no,"bitcoin stjålet",-0.9
NO,no,"bitcoin energi",-0.5
NO,no,"bitcoin boble",-0.8
NO,no,"bitcoin ponzi",-0.9
NO,no,"bitcoin pris",0.0
NO,no,"btc usd",0.0
NO,no,"bitcoin kurs",0.0
NO,no,"bitcoin nyheter",0.0
NO,no,"krypto nyheter",0.0
NO,no,"btc i dag",0.0
NO,no,"bitcoin halvering",0.0
NO,no,"btc gruvedrift",0.0
NO,no,"bitcoin blockchain",0.0
NO,no,"hva er bitcoin",0.0
NO,no,"bitcoin forklart",0.0
NO,no,"hvordan fungerer bitcoin",0.0
PL,pl,"kup bitcoin",0.7
PL,pl,"jak kupić btc",0.8
PL,pl,"inwestycja bitcoin",0.6
PL,pl,"portfel krypto",0.5
PL,pl,"bitcoin wzrost",0.9
PL,pl,"btc hossa",1.0
PL,pl,"bitcoin ETF",0.8
PL,pl,"instytucje bitcoin",0.7
PL,pl,"bitcoin rekord",1.0
PL,pl,"btc nowy szczyt",0.9
PL,pl,"sprzedaj bitcoin",-0.5
PL,pl,"wyprzedaż btc",-0.8
PL,pl,"bitcoin krach",-1.0
PL,pl,"btc bessa",-0.8
PL,pl,"bitcoin martwy",-1.0
PL,pl,"zakaz bitcoin",-1.0
PL,pl,"regulacje krypto",-0.7
PL,pl,"bitcoin hack",-1.0
PL,pl,"oszustwo krypto",-0.8
PL,pl,"bitcoin energia",-0.5
PL,pl,"bitcoin bańka",-0.8
PL,pl,"krach na giełdzie bitcoina",-1.0
PL,pl,"cena bitcoin",0.0
PL,pl,"kurs btc",0.0
PL,pl,"bitcoin wiadomości",0.0
PL,pl,"krypto dziś",0.0
PL,pl,"bitcoin halving",0.0
PL,pl,"btc wydobycie",0.0
PL,pl,"co to bitcoin",0.0
PL,pl,"jak działa bitcoin",0.0
PT,pt-PT,"comprar bitcoin",0.7
PT,pt-PT,"como comprar bitcoin",0.8
PT,pt-PT,"investir em bitcoin",0.6
PT,pt-PT,"portfólio bitcoin",0.5
PT,pt-PT,"bitcoin alta",0.9
PT,pt-PT,"rali do bitcoin",0.9
PT,pt-PT,"bitcoin ETF",0.8
PT,pt-PT,"bitcoin institucional",0.7
PT,pt-PT,"bitcoin legal",0.6
PT,pt-PT,"recorde histórico bitcoin",1.0
PT,pt-PT,"bitcoin ATH",1.0
PT,pt-PT,"novo recorde bitcoin",0.9
PT,pt-PT,"vender bitcoin",-0.5
PT,pt-PT,"queda do bitcoin",-1.0
PT,pt-PT,"bitcoin morto",-1.0
PT,pt-PT,"banimento do bitcoin",-1.0
PT,pt-PT,"regulamentação cripto",-0.7
PT,pt-PT,"bitcoin ilegal",-1.0
PT,pt-PT,"hack de bitcoin",-1.0
PT,pt-PT,"golpe cripto",-0.8
PT,pt-PT,"bitcoin roubado",-0.9
PT,pt-PT,"energia bitcoin",-0.5
PT,pt-PT,"bolha do bitcoin",-0.8
PT,pt-PT,"esquema ponzi bitcoin",-0.9
PT,pt-PT,"preço bitcoin",0.0
PT,pt-PT,"notícias bitcoin",0.0
PT,pt-PT,"notícias cripto",0.0
PT,pt-PT,"bitcoin hoje",0.0
PT,pt-PT,"halving bitcoin",0.0
PT,pt-PT,"mineração bitcoin",0.0
PT,pt-PT,"blockchain bitcoin",0.0
PT,pt-PT,"o que é bitcoin",0.0
PT,pt-PT,"bitcoin explicado",0.0
PT,pt-PT,"como o bitcoin funciona",0.0
RO,ro,"cumpără bitcoin",0.7
RO,ro,"cum să cumperi btc",0.8
RO,ro,"investiție bitcoin",0.6
RO,ro,"portofel cripto",0.5
RO,ro,"investiție cripto",0.5
RO,ro,"bitcoin bull",0.9
RO,ro,"btc moon",1.0
RO,ro,"raliu bitcoin",0.9
RO,ro,"bitcoin ETF",0.8
RO,ro,"bitcoin instituțional",0.7
RO,ro,"bitcoin legal",0.6
RO,ro,"record istoric bitcoin",1.0
RO,ro,"bitcoin ATH",1.0
RO,ro,"nou record bitcoin",0.9
RO,ro,"vinde bitcoin",-0.5
RO,ro,"vânzare bitcoin",-0.5
RO,ro,"dump btc",-0.8
RO,ro,"prăbușire bitcoin",-1.0
RO,ro,"btc urs",-0.8
RO,ro,"bitcoin mort",-1.0
RO,ro,"interdicție bitcoin",-1.0
RO,ro,"reglementare cripto",-0.7
RO,ro,"bitcoin ilegal",-1.0
RO,ro,"hacking bitcoin",-1.0
RO,ro,"escrocherie cripto",-0.8
RO,ro,"bitcoin furat",-0.9
RO,ro,"energie bitcoin",-0.5
RO,ro,"bulă bitcoin",-0.8
RO,ro,"schema ponzi bitcoin",-0.9
RO,ro,"preț bitcoin",0.0
RO,ro,"btc usd",0.0
RO,ro,"curs bitcoin",0.0
RO,ro,"știri bitcoin",0.0
RO,ro,"știri cripto",0.0
RO,ro,"btc astăzi",0.0
RO,ro,"înjumătățire bitcoin",0.0
RO,ro,"minerit bitcoin",0.0
RO,ro,"blockchain bitcoin",0.0
RO,ro,"ce este bitcoin",0.0
RO,ro,"bitcoin explicat",0.0
RO,ro,"cum funcționează bitcoin",0.0
SK,sk,"kúpiť bitcoin",0.7
SK,sk,"ako kúpiť btc",0.8
SK,sk,"investícia bitcoin",0.6
SK,sk,"krypto portfólio",0.5
SK,sk,"investovať do kryptomien",0.5
SK,sk,"bitcoin býk",0.9
SK,sk,"btc mesiac",1.0
SK,sk,"bitcoin rally",0.9
SK,sk,"bitcoin ETF",0.8
SK,sk,"inštitucionálny bitcoin",0.7
SK,sk,"bitcoin legálny",0.6
SK,sk,"bitcoin rekordné maximum",1.0
SK,sk,"bitcoin ATH",1.0
SK,sk,"bitcoin nové maximum",0.9
SK,sk,"predať bitcoin",-0.5
SK,sk,"predaj bitcoin",-0.5
SK,sk,"dump btc",-0.8
SK,sk,"bitcoin krach",-1.0
SK,sk,"btc medveď",-0.8
SK,sk,"bitcoin mŕtvy",-1.0
SK,sk,"bitcoin zákaz",-1.0
SK,sk,"krypto regulácia",-0.7
SK,sk,"bitcoin nelegálny",-1.0
SK,sk,"bitcoin hack",-1.0
SK,sk,"krypto podvod",-0.8
SK,sk,"bitcoin ukradnutý",-0.9
SK,sk,"bitcoin energia",-0.5
SK,sk,"bitcoin bublina",-0.8
SK,sk,"bitcoin ponzi",-0.9
SK,sk,"cena bitcoinu",0.0
SK,sk,"btc usd",0.0
SK,sk,"kurz bitcoinu",0.0
SK,sk,"bitcoin správy",0.0
SK,sk,"krypto správy",0.0
SK,sk,"btc dnes",0.0
SK,sk,"bitcoin halving",0.0
SK,sk,"ťažba bitcoinu",0.0
SK,sk,"bitcoin blockchain",0.0
SK,sk,"čo je bitcoin",0.0
SK,sk,"bitcoin vysvetlený",0.0
SK,sk,"ako funguje bitcoin",0.0
SI,sl,"kupiti bitcoin",0.7
SI,sl,"kako kupiti btc",0.8
SI,sl,"investicija bitcoin",0.6
SI,sl,"kriptovalutni portfelj",0.5
SI,sl,"naložba v kripto",0.5
SI,sl,"bitcoin bull",0.9
SI,sl,"btc moon",1.0
SI,sl,"bitcoin rally",0.9
SI,sl,"bitcoin ETF",0.8
SI,sl,"institucionalni bitcoin",0.7
SI,sl,"bitcoin zakonit",0.6
SI,sl,"rekordna vrednost bitcoina",1.0
SI,sl,"bitcoin ATH",1.0
SI,sl,"novo najvišje bitcoin",0.9
SI,sl,"prodati bitcoin",-0.5
SI,sl,"prodaja bitcoin",-0.5
SI,sl,"dump btc",-0.8
SI,sl,"sesutje bitcoina",-1.0
SI,sl,"btc medved",-0.8
SI,sl,"bitcoin mrtev",-1.0
SI,sl,"prepoved bitcoina",-1.0
SI,sl,"ureditev kripta",-0.7
SI,sl,"bitcoin nezakonit",-1.0
SI,sl,"bitcoin vdor",-1.0
SI,sl,"kripto prevara",-0.8
SI,sl,"ukraden bitcoin",-0.9
SI,sl,"bitcoin energija",-0.5
SI,sl,"bitcoin balon",-0.8
SI,sl,"bitcoin ponzi",-0.9
SI,sl,"cena bitcoina",0.0
SI,sl,"btc usd",0.0
SI,sl,"tečaj bitcoina",0.0
SI,sl,"novice bitcoin",0.0
SI,sl,"novice kripto",0.0
SI,sl,"btc danes",0.0
SI,sl,"bitcoin razpolovitev",0.0
SI,sl,"rudarjenje bitcoinov",0.0
SI,sl,"bitcoin blockchain",0.0
SI,sl,"kaj je bitcoin",0.0
SI,sl,"bitcoin pojasnjen",0.0
SI,sl,"kako deluje bitcoin",0.0
ES,es-ES,"comprar bitcoin",0.7
ES,es-ES,"cómo comprar btc",0.8
ES,es-ES,"invertir en bitcoin",0.6
ES,es-ES,"portafolio bitcoin",0.5
ES,es-ES,"invertir en criptomonedas",0.5
ES,es-ES,"bitcoin alcista",0.9
ES,es-ES,"subida bitcoin",0.9
ES,es-ES,"bitcoin ETF",0.8
ES,es-ES,"bitcoin institucional",0.7
ES,es-ES,"bitcoin legal",0.6
ES,es-ES,"máximo histórico bitcoin",1.0
ES,es-ES,"bitcoin ATH",1.0
ES,es-ES,"nuevo máximo bitcoin",0.9
ES,es-ES,"vender bitcoin",-0.5
ES,es-ES,"venta masiva bitcoin",-0.8
ES,es-ES,"caída del bitcoin",-1.0
ES,es-ES,"bitcoin bajista",-0.8
ES,es-ES,"bitcoin muerto",-1.0
ES,es-ES,"prohibición del bitcoin",-1.0
ES,es-ES,"regulación cripto",-0.7
ES,es-ES,"bitcoin ilegal",-1.0
ES,es-ES,"hackeo de bitcoin",-1.0
ES,es-ES,"estafa cripto",-0.8
ES,es-ES,"robo de bitcoin",-0.9
ES,es-ES,"energía bitcoin",-0.5
ES,es-ES,"burbuja bitcoin",-0.8
ES,es-ES,"esquema ponzi bitcoin",-0.9
ES,es-ES,"precio bitcoin",0.0
ES,es-ES,"cotización bitcoin",0.0
ES,es-ES,"noticias bitcoin",0.0
ES,es-ES,"noticias cripto",0.0
ES,es-ES,"bitcoin hoy",0.0
ES,es-ES,"halving bitcoin",0.0
ES,es-ES,"minería bitcoin",0.0
ES,es-ES,"blockchain bitcoin",0.0
ES,es-ES,"qué es bitcoin",0.0
ES,es-ES,"explicación bitcoin",0.0
ES,es-ES,"cómo funciona bitcoin",0.0
SE,sv-SE,"köpa bitcoin",0.7
SE,sv-SE,"hur köper man btc",0.8
SE,sv-SE,"köp bitcoin",0.7
SE,sv-SE,"bitcoin investering",0.6
SE,sv-SE,"btc portfölj",0.5
SE,sv-SE,"krypto investering",0.5
SE,sv-SE,"bitcoin bull",0.9
SE,sv-SE,"btc moon",1.0
SE,sv-SE,"bitcoin rally",0.9
SE,sv-SE,"bitcoin ETF",0.8
SE,sv-SE,"institutionell bitcoin",0.7
SE,sv-SE,"bitcoin lagligt",0.6
SE,sv-SE,"bitcoin rekordnivå",1.0
SE,sv-SE,"bitcoin ATH",1.0
SE,sv-SE,"bitcoin nytt rekord",0.9
SE,sv-SE,"sälj bitcoin",-0.5
SE,sv-SE,"bitcoin försäljning",-0.5
SE,sv-SE,"dumpa btc",-0.8
SE,sv-SE,"bitcoin krasch",-1.0
SE,sv-SE,"btc bear",-0.8
SE,sv-SE,"bitcoin död",-1.0
SE,sv-SE,"bitcoin förbud",-1.0
SE,sv-SE,"krypto reglering",-0.7
SE,sv-SE,"bitcoin olagligt",-1.0
SE,sv-SE,"bitcoin hack",-1.0
SE,sv-SE,"krypto bluff",-0.8
SE,sv-SE,"bitcoin stulen",-0.9
SE,sv-SE,"bitcoin energi",-0.5
SE,sv-SE,"bitcoin bubbla",-0.8
SE,sv-SE,"bitcoin ponzi",-0.9
SE,sv-SE,"bitcoin pris",0.0
SE,sv-SE,"btc usd",0.0
SE,sv-SE,"bitcoin kurs",0.0
SE,sv-SE,"bitcoin nyheter",0.0
SE,sv-SE,"krypto nyheter",0.0
SE,sv-SE,"btc idag",0.0
SE,sv-SE,"bitcoin halvering",0.0
SE,sv-SE,"btc mining",0.0
SE,sv-SE,"bitcoin blockchain",0.0
SE,sv-SE,"vad är bitcoin",0.0
SE,sv-SE,"bitcoin förklarat",0.0
SE,sv-SE,"hur fungerar bitcoin",0.0
CH,de-CH,"Bitcoin kaufen",0.7
CH,de-CH,"wie Bitcoin kaufen",0.8
CH,de-CH,"in Bitcoin investieren",0.6
CH,de-CH,"Bitcoin Portfolio",0.5
CH,de-CH,"in Krypto investieren",0.5
CH,de-CH,"Bitcoin steigt",0.9
CH,de-CH,"Bitcoin Rallye",0.9
CH,de-CH,"Bitcoin ETF",0.8
CH,de-CH,"institutionelle Bitcoin",0.7
CH,de-CH,"Bitcoin legal",0.6
CH,de-CH,"Bitcoin Rekordhoch",1.0
CH,de-CH,"Bitcoin ATH",1.0
CH,de-CH,"neues Bitcoin Hoch",0.9
CH,de-CH,"Bitcoin verkaufen",-0.5
CH,de-CH,"Bitcoin Abverkauf",-0.8
CH,de-CH,"Bitcoin Absturz",-1.0
CH,de-CH,"Bitcoin Bärenmarkt",-0.8
CH,de-CH,"Bitcoin tot",-1.0
CH,de-CH,"Bitcoin Verbot",-1.0
CH,de-CH,"Krypto Regulierung",-0.7
CH,de-CH,"Bitcoin illegal",-1.0
CH,de-CH,"Bitcoin Hack",-1.0
CH,de-CH,"Krypto Betrug",-0.8
CH,de-CH,"Bitcoin Diebstahl",-0.9
CH,de-CH,"Bitcoin Energie",-0.5
CH,de-CH,"Bitcoin Blase",-0.8
CH,de-CH,"Bitcoin Schneeballsystem",-0.9
CH,de-CH,"Bitcoin Preis",0.0
CH,de-CH,"Bitcoin Kurs",0.0
CH,de-CH,"Bitcoin Nachrichten",0.0
CH,de-CH,"Krypto Nachrichten",0.0
CH,de-CH,"Bitcoin aktuell",0.0
CH,de-CH,"Bitcoin Halving",0.0
CH,de-CH,"Bitcoin Mining",0.0
CH,de-CH,"Bitcoin Blockchain",0.0
CH,de-CH,"Was ist Bitcoin",0.0
CH,de-CH,"Bitcoin erklärt",0.0
CH,de-CH,"Wie funktioniert Bitcoin",0.0
GB,en-GB,"buy bitcoin",0.7
GB,en-GB,"how to buy btc",0.8
GB,en-GB,"bitcoin purchase",0.7
GB,en-GB,"bitcoin investment",0.6
GB,en-GB,"btc portfolio",0.5
GB,en-GB,"crypto invest",0.5
GB,en-GB,"bitcoin bull",0.9
GB,en-GB,"btc moon",1.0
GB,en-GB,"bitcoin rally",0.9
GB,en-GB,"bitcoin ETF",0.8
GB,en-GB,"institutional bitcoin",0.7
GB,en-GB,"bitcoin legal",0.6
GB,en-GB,"bitcoin all time high",1.0
GB,en-GB,"btc ath",1.0
GB,en-GB,"bitcoin new high",0.9
GB,en-GB,"sell bitcoin",-0.5
GB,en-GB,"bitcoin sell",-0.5
GB,en-GB,"dump btc",-0.8
GB,en-GB,"bitcoin crash",-1.0
GB,en-GB,"btc bear",-0.8
GB,en-GB,"bitcoin dead",-1.0
GB,en-GB,"bitcoin ban",-1.0
GB,en-GB,"crypto regulation",-0.7
GB,en-GB,"bitcoin illegal",-1.0
GB,en-GB,"bitcoin hack",-1.0
GB,en-GB,"crypto scam",-0.8
GB,en-GB,"bitcoin stolen",-0.9
GB,en-GB,"bitcoin energy",-0.5
GB,en-GB,"bitcoin bubble",-0.8
GB,en-GB,"bitcoin ponzi",-0.9
GB,en-GB,"bitcoin price",0.0
GB,en-GB,"btc usd",0.0
GB,en-GB,"bitcoin rate",0.0
GB,en-GB,"bitcoin news",0.0
GB,en-GB,"crypto news",0.0
GB,en-GB,"btc today",0.0
GB,en-GB,"bitcoin halving",0.0
GB,en-GB,"btc mining",0.0
GB,en-GB,"bitcoin blockchain",0.0
GB,en-GB,"what is bitcoin",0.0
GB,en-GB,"bitcoin explained",0.0
GB,en-GB,"how bitcoin works",0.0
CN,zh-CN,"买比特币",0.7
CN,zh-CN,"卖比特币",-0.5
CN,zh-CN,"比特币价格",0.0
CN,zh-CN,"比特币新闻",0.0
MO,zh,"买比特币",0.7
MO,zh,"卖比特币",-0.5
MO,zh,"比特币价格",0.0
MO,zh,"比特币新闻",0.0
BH,ar-BH,"شراء بيتكوين",0.7
BH,ar-BH,"بيع بيتكوين",-0.5
BH,ar-BH,"حظر بيتكوين",-1.0
BH,ar-BH,"سعر بيتكوين",0.0
BH,ar-BH,"أخبار بيتكوين",0.0
IR,fa-IR,"خرید بیت کوین",0.7
IR,fa-IR,"فروش بیت کوین",-0.5
IR,fa-IR,"سقوط بیت کوین",-1.0
IR,fa-IR,"قیمت بیت کوین",0.0
IR,fa-IR,"اخبار بیت کوین",0.0
IQ,ar-IQ,"شراء بيتكوين",0.7
IQ,ar-IQ,"بيع بيتكوين",-0.5
IQ,ar-IQ,"حظر بيتكوين",-1.0
IQ,ar-IQ,"سعر بيتكوين",0.0
IQ,ar-IQ,"أخبار بيتكوين",0.0
IL,he,"לקנות ביטקוין",0.7
IL,he,"איך לקנות ביטקוין",0.8
IL,he,"השקעת ביטקוין",0.6
IL,he,"תיק ביטקוין",0.5
IL,he,"השקעת קריפטו",0.5
IL,he,"שור ביטקוין",0.9
IL,he,"ירח ביטקוין",1.0
IL,he,"ראלי ביטקוין",0.9
IL,he,"ביטקוין ETF",0.8
IL,he,"ביטקוין מוסדי",0.7
IL,he,"ביטקוין חוקי",0.6
IL,he,"שיא כל הזמנים ביטקוין",1.0
IL,he,"ביטקוין ATH",1.0
IL,he,"שיא חדש ביטקוין",0.9
IL,he,"למכור ביטקוין",-0.5
IL,he,"מכירת ביטקוין",-0.5
IL,he,"התרסקות ביטקוין",-1.0
IL,he,"דוב ביטקוין",-0.8
IL,he,"ביטקוין מת",-1.0
IL,he,"איסור ביטקוין",-1.0
IL,he,"רגולציית קריפטו",-0.7
IL,he,"ביטקוין לא חוקי",-1.0
IL,he,"פריצת ביטקוין",-1.0
IL,he,"הונאת קריפטו",-0.8
IL,he,"ביטקוין נגנב",-0.9
IL,he,"אנרגיית ביטקוין",-0.5
IL,he,"בועת ביטקוין",-0.8
IL,he,"ביטקוין פונזי",-0.9
IL,he,"מחיר הביטקוין",0.0
IL,he,"חדשות ביטקוין",0.0
IL,he,"חדשות קריפטו",0.0
IL,he,"ביטקוין היום",0.0
IL,he,"חלוקת ביטקוין",0.0
IL,he,"כריית ביטקוין",0.0
IL,he,"בלוקצ'יין ביטקוין",0.0
IL,he,"מה זה ביטקוין",0.0
IL,he,"ביטקוין מוסבר",0.0
IL,he,"איך ביטקוין עובד",0.0
JO,ar-JO,"شراء بيتكوين",0.7
JO,ar-JO,"بيع بيتكوين",-0.5
JO,ar-JO,"حظر بيتكوين",-1.0
JO,ar-JO,"سعر بيتكوين",0.0
JO,ar-JO,"أخبار بيتكوين",0.0
KW,ar-KW,"شراء بيتكوين",0.7
KW,ar-KW,"بيع بيتكوين",-0.5
KW,ar-KW,"حظر بيتكوين",-1.0
KW,ar-KW,"سعر بيتكوين",0.0
KW,ar-KW,"أخبار بيتكوين",0.0
LB,ar-LB,"شراء بيتكوين",0.7
LB,ar-LB,"بيع بيتكوين",-0.5
LB,ar-LB,"حظر بيتكوين",-1.0
LB,ar-LB,"سعر بيتكوين",0.0
LB,ar-LB,"أخبار بيتكوين",0.0
OM,ar-OM,"شراء بيتكوين",0.7
OM,ar-OM,"بيع بيتكوين",-0.5
OM,ar-OM,"حظر بيتكوين",-1.0
OM,ar-OM,"سعر بيتكوين",0.0
OM,ar-OM,"أخبار بيتكوين",0.0
QA,ar-QA,"شراء بيتكوين",0.7
QA,ar-QA,"بيع بيتكوين",-0.5
QA,ar-QA,"حظر بيتكوين",-1.0
QA,ar-QA,"سعر بيتكوين",0.0
QA,ar-QA,"أخبار بيتكوين",0.0
SA,ar-SA,"شراء بيتكوين",0.7
SA,ar-SA,"بيع بيتكوين",-0.5
SA,ar-SA,"حظر بيتكوين",-1.0
SA,ar-SA,"سعر بيتكوين",0.0
SA,ar-SA,"أخبار بيتكوين",0.0
TR,tr-TR,"bitcoin türkiye",0.0
TR,tr-TR,"btc tl",0.0
TR,tr-TR,"bitcoin lira",0.0
TR,tr-TR,"bitcoin satın al",0.7
TR,tr-TR,"bitcoin sat",-0.5
TR,tr-TR,"bitcoin yasağı",-1.0
TR,tr-TR,"bitcoin çöküşü",-1.0
AE,ar-AE,"شراء بيتكوين",0.7
AE,ar-AE,"بيع بيتكوين",-0.5
AE,ar-AE,"حظر بيتكوين",-1.0
AE,ar-AE,"سعر بيتكوين",0.0
AE,ar-AE,"أخبار بيتكوين",0.0
YE,ar-YE,"شراء بيتكوين",0.7
YE,ar-YE,"بيع بيتكوين",-0.5
YE,ar-YE,"حظر بيتكوين",-1.0
YE,ar-YE,"سعر بيتكوين",0.0
YE,ar-YE,"أخبار بيتكوين",0.0
BS,en-BS,"buy bitcoin",0.7
BS,en-BS,"how to buy btc",0.8
BS,en-BS,"bitcoin purchase",0.7
BS,en-BS,"bitcoin investment",0.6
BS,en-BS,"btc portfolio",0.5
BS,en-BS,"crypto invest",0.5
BS,en-BS,"bitcoin bull",0.9
BS,en-BS,"btc moon",1.0
BS,en-BS,"bitcoin rally",0.9
BS,en-BS,"bitcoin ETF",0.8
BS,en-BS,"institutional bitcoin",0.7
BS,en-BS,"bitcoin legal",0.6
BS,en-BS,"bitcoin all time high",1.0
BS,en-BS,"btc ath",1.0
BS,en-BS,"bitcoin new high",0.9
BS,en-BS,"sell bitcoin",-0.5
BS,en-BS,"bitcoin sell",-0.5
BS,en-BS,"dump btc",-0.8
BS,en-BS,"bitcoin crash",-1.0
BS,en-BS,"btc bear",-0.8
BS,en-BS,"bitcoin dead",-1.0
BS,en-BS,"bitcoin ban",-1.0
BS,en-BS,"crypto regulation",-0.7
BS,en-BS,"bitcoin illegal",-1.0
BS,en-BS,"bitcoin hack",-1.0
BS,en-BS,"crypto scam",-0.8
BS,en-BS,"bitcoin stolen",-0.9
BS,en-BS,"bitcoin energy",-0.5
BS,en-BS,"bitcoin bubble",-0.8
BS,en-BS,"bitcoin ponzi",-0.9
BS,en-BS,"bitcoin price",0.0
BS,en-BS,"btc usd",0.0
BS,en-BS,"bitcoin rate",0.0
BS,en-BS,"bitcoin news",0.0
BS,en-BS,"crypto news",0.0
BS,en-BS,"btc today",0.0
BS,en-BS,"bitcoin halving",0.0
BS,en-BS,"btc mining",0.0
BS,en-BS,"bitcoin blockchain",0.0
BS,en-BS,"what is bitcoin",0.0
BS,en-BS,"bitcoin explained",0.0
BS,en-BS,"how bitcoin works",0.0
BM,en-BM,"buy bitcoin",0.7
BM,en-BM,"how to buy btc",0.8
BM,en-BM,"bitcoin purchase",0.7
BM,en-BM,"bitcoin investment",0.6
BM,en-BM,"btc portfolio",0.5
BM,en-BM,"crypto invest",0.5
BM,en-BM,"bitcoin bull",0.9
BM,en-BM,"btc moon",1.0
BM,en-BM,"bitcoin rally",0.9
BM,en-BM,"bitcoin ETF",0.8
BM,en-BM,"institutional bitcoin",0.7
BM,en-BM,"bitcoin legal",0.6
BM,en-BM,"bitcoin all time high",1.0
BM,en-BM,"btc ath",1.0
BM,en-BM,"bitcoin new high",0.9
BM,en-BM,"sell bitcoin",-0.5
BM,en-BM,"bitcoin sell",-0.5
BM,en-BM,"dump btc",-0.8
BM,en-BM,"bitcoin crash",-1.0
BM,en-BM,"btc bear",-0.8
BM,en-BM,"bitcoin dead",-1.0
BM,en-BM,"bitcoin ban",-1.0
BM,en-BM,"crypto regulation",-0.7
BM,en-BM,"bitcoin illegal",-1.0
BM,en-BM,"bitcoin hack",-1.0
BM,en-BM,"crypto scam",-0.8
BM,en-BM,"bitcoin stolen",-0.9
BM,en-BM,"bitcoin energy",-0.5
BM,en-BM,"bitcoin bubble",-0.8
BM,en-BM,"bitcoin ponzi",-0.9
BM,en-BM,"bitcoin price",0.0
BM,en-BM,"btc usd",0.0
BM,en-BM,"bitcoin rate",0.0
BM,en-BM,"bitcoin news",0.0
BM,en-BM,"crypto news",0.0
BM,en-BM,"btc today",0.0
BM,en-BM,"bitcoin halving",0.0
BM,en-BM,"btc mining",0.0
BM,en-BM,"bitcoin blockchain",0.0
BM,en-BM,"what is bitcoin",0.0
BM,en-BM,"bitcoin explained",0.0
BM,en-BM,"how bitcoin works",0.0
VG,en-VG,"buy bitcoin",0.7
VG,en-VG,"how to buy btc",0.8
VG,en-VG,"bitcoin purchase",0.7
VG,en-VG,"bitcoin investment",0.6
VG,en-VG,"btc portfolio",0.5
VG,en-VG,"crypto invest",0.5
VG,en-VG,"bitcoin bull",0.9
VG,en-VG,"btc moon",1.0
VG,en-VG,"bitcoin rally",0.9
VG,en-VG,"bitcoin ETF",0.8
VG,en-VG,"institutional bitcoin",0.7
VG,en-VG,"bitcoin legal",0.6
VG,en-VG,"bitcoin all time high",1.0
VG,en-VG,"btc ath",1.0
VG,en-VG,"bitcoin new high",0.9
VG,en-VG,"sell bitcoin",-0.5
VG,en-VG,"bitcoin sell",-0.5
VG,en-VG,"dump btc",-0.8
VG,en-VG,"bitcoin crash",-1.0
VG,en-VG,"btc bear",-0.8
VG,en-VG,"bitcoin dead",-1.0
VG,en-VG,"bitcoin ban",-1.0
VG,en-VG,"crypto regulation",-0.7
VG,en-VG,"bitcoin illegal",-1.0
VG,en-VG,"bitcoin hack",-1.0
VG,en-VG,"crypto scam",-0.8
VG,en-VG,"bitcoin stolen",-0.9
VG,en-VG,"bitcoin energy",-0.5
VG,en-VG,"bitcoin bubble",-0.8
VG,en-VG,"bitcoin ponzi",-0.9
VG,en-VG,"bitcoin price",0.0
